month,op,jobs,water_mgal
2016-11,"HAWKWOOD ENERGY OPERATING, LLC",5,22.928262
2016-11,"HEBRON ENERGY, LLC",2,0.011674
2016-11,HESS CORPORATION,6,15.126384
2016-11,"HILCORP ALASKA, LLC",1,0.082195
2016-11,HILCORP ENERGY COMPANY,1,0.090873
2016-11,"HINKLE OIL & GAS, INC.",1,7.718676
2016-11,"HRC OPERATING, LLC.",4,28.073045999999998
2016-11,INDIGO MINERALS,2,43.982148
2016-11,INFLECTION ENERGY (PA) LLC,1,9.370048800000001
2016-11,INTERSTATE EXPLORATIONS LLC,1,0.630966
2016-11,JAGGED PEAK ENERGY,2,13.60392
2016-11,"JAY-BEE OIL & GAS, INC.",2,13.991838000000001
2016-11,"JILPETCO, INC.",2,0.117852
2016-11,JONES ENERGY LLC,8,17.654952
2016-11,"JUNO OPERATING COMPANY II, LLC",1,0.010624
2016-11,"K S OIL COMPANY, INC",1,0.02505
2016-11,KINDER MORGAN,1,0.008793
2016-11,"KOCH EXPLORATION COMPANY, LLC",1,14.454912
2016-11,LANCE RUFFEL OIL AND GAS,1,0.082384
2016-11,"LAREDO ENERGY OPERATING, LLC",1,11.779826
2016-11,"LAREDO PETROLEUM, INC.",3,68.678483
2016-11,"LATIGO PETROLEUM, LLC",1,2.046492
2016-11,LCS PRODUCTION COMPANY,1,0.034865
2016-11,LEGACY RESERVES OPERATING LP,1,5.217968
2016-11,LENORMAN OPERATING LLC,3,10.514459
2016-11,LEWIS ENERGY GROUP,4,48.03015
2016-11,"LIME ROCK RESOURCES, LP",4,5.94728
2016-11,"LINN ENERGY, LLC",2,46.177932909999996
2016-11,MACK ENERGY CO.,4,0.20556
2016-11,MARATHON OIL,20,117.716165
2016-11,MATADOR PRODUCTION COMPANY,3,31.6361178
2016-11,MEWBOURNE OIL COMPANY,1,12.087417
2016-11,"MID-CON ENERGY OPERATING, LLC",1,0.019236
2016-11,MRD OPERATING LLC,2,25.202148
2016-11,MURPHY EXPLORATION AND PRODUCTION USA,7,72.82435
2016-11,NEWFIELD EXPLORATION,10,134.324477
2016-11,"NOBLE ENERGY, INC.",10,220.518149
2016-11,NP RESOURCES,1,7.92572
2016-11,"OAK VALLEY OPERATING, LLC",1,11.510352
2016-11,OASIS PETROLEUM,3,106.34984
2016-11,OCCIDENTAL OIL AND GAS,47,83.481549
2016-11,"PANTHER ENERGY CO. II, LLC",3,22.8583868
2016-11,"PARSLEY ENERGY OPERATIONS, LLC",10,192.6353248
2016-11,PDC ENERGY,5,41.829927
2016-11,"PENNENERGY RESOURCES, LLC",2,19.243642
2016-11,PETRO HARVESTER OPERATING COMPANY LLC,2,3.467975
2016-11,"PETRO HUNT, L.L.C.",2,8.19049
2016-11,"PETROSHALE (US), INC.",1,6.806
2016-11,PETROX RESOURCES INC.,1,0.173287
2016-11,"PICEANCE ENERGY, LLC",9,34.258761
2016-11,PIONEER NATURAL RESOURCES,22,359.05913400000003
2016-11,PMO,3,47.336394
2016-11,PPC OPERATING COMPANY LLC,3,0.201546
2016-11,"PT PETROLEUM, LLC.",1,25.222386
2016-11,QEP ENERGY COMPANY,10,70.29857
2016-11,RANGE RESOURCES CORPORATION,5,50.277829
2016-11,"RELIANCE ENERGY, INC",1,0.33453
2016-11,RESOLUTE NATURAL RESOURCES,1,12.474975
2016-11,REVELATION GAS & OIL OKLAHOMA,2,0.11966099999999999
2016-11,"RHDK OIL & GAS, LLC",1,0.134203
2016-11,"RICE DRILLING B, LLC",3,66.873156
2016-11,"RING ENERGY, INC.",1,0.100128
2016-11,"RLU OPERATING, LLC",1,0.009198
2016-11,ROSETTA RESOURCES,3,51.82485
2016-11,"RSP PERMIAN, LLC",8,73.63516800000001
2016-11,SANDRIDGE ENERGY,2,7.135338
2016-11,"SEM OPERATING COMPANY, LLC",2,40.709214
2016-11,SENECA RESOURCES CORPORATION,8,70.913136
2016-11,"SHARP IMAGE ENERGY, INC.",1,0.03108
2016-11,SHELL OIL COMPANY AFFILIATE,11,39.750513999999995
2016-11,"SHERIDAN PRODUCTION COMPANY, LLC",4,0.619055
2016-11,"SILVER HILL ENERGY PARTNERS, LLC",2,22.242738000000003
2016-11,"SLAWSON EXPLORATION COMPANY, INC.",1,5.28146
2016-11,SM ENERGY,11,129.90297900000002
2016-11,"SN OPERATING, LLC",6,50.558507999999996
2016-11,SOUTHWESTERN ENERGY,19,136.578949
2016-11,SPESS OIL COMPANY,3,0.056169
2016-11,STATOIL OIL & GAS LP,4,21.869208999999998
2016-11,"STEWARD ENERGY II, LLC",1,2.21388
2016-11,SUMMIT PETROLEUM LLC,1,15.406922
2016-11,"SURGE OPERATING, LLC",6,77.122191
2016-11,"TANOS EXPLORATION II, LLC",4,6.239044
2016-11,TAPSTONE ENERGY,2,20.649552
2016-11,"TARKA ENERGY, LLC",4,0.372556
2016-11,TEP ROCKY MOUNTAIN LLC,7,14.340186
2016-11,TERRACE ENERGY,2,0.674206
2016-11,TEXEGY OPERATING COMPANY LLC,3,0.278929
2016-11,THREE RIVERS OPERATING CO III LLC,2,21.006245999999997
2016-11,TRAIL RIDGE ENERGY PARTNERS II LLC,1,15.513414
2016-11,TRENDWELL ENERGY CORP,2,2.875165
2016-11,TRIANGLE USA PETROLEUM CORPORATION,4,24.227126
2016-11,"TRINITY OPERATING (USG), LLC",4,48.856248
2016-11,ULTRA RESOURCES,6,6.146621
2016-11,UNIT PETROLEUM,1,0.017967
2016-11,URSA OPERATING COMPANY LLC,6,42.718196
2016-11,VALENCE OPERATING COMPANY,1,0.066278
2016-11,VALLEY PETROL CONSULTING INC,1,0.00703
2016-11,VANTAGE ENERGY APPALACHIA II LLC,2,21.408408
2016-11,VAUGHN GOOD OIL CO. LLC,1,0.2219
2016-11,VENTURE OIL & GAS,1,0.071078
2016-11,"VERITAS ENERGY, LLC",2,4.87074
2016-11,VINE OIL & GAS LP,4,85.641738
2016-11,"VITRUVIAN EXPLORATION II, LLC",1,8.46862
2016-11,"WALSH PETROLEUM, INC.",2,6.00474
2016-11,WARD PETROLEUM,1,5.534802
2016-11,"WHITE STAR PETROLEUM, LLC",3,12.639732
2016-11,WHITING PETROLEUM,13,103.42506999999999
2016-11,"WILLOWBEND INVESTMENTS, INC.",1,0.004505
2016-11,WPX ENERGY,6,36.213303
2016-11,XTO ENERGY/EXXONMOBIL,28,233.893111
2016-11,"ZAVANNA, LLC",1,2.57187
2016-12,AERA ENERGY LLC,9,0.756473
2016-12,AETHON ENERGY OPERATING LLC,7,146.655065
2016-12,"ALTA MESA SERVICES, LP",7,84.892206
2016-12,AMEREDEV LLC,1,27.757152
2016-12,"AMERICO ENERGY RESOURCES, LLC",1,0.307398
2016-12,ANADARKO PETROLEUM CORPORATION,23,182.88204
2016-12,ANTERO RESOURCES CORPORATION,12,191.600893
2016-12,APACHE CORPORATION,6,56.045597
2016-12,"ASCENT RESOURCES - UTICA, LLC",6,48.336876000000004
2016-12,"AXIA ENERGY II, LLC",2,32.144831
2016-12,"B&W OPERATING, LLC",1,0.192837
2016-12,BHP BILLITON PETROLEUM,7,63.239013
2016-12,BILL BARRETT CORP,4,27.45369
2016-12,"BISON EXPLORATION, LLC",1,18.274443
2016-12,BLACKBEARD OPERATING,4,1.34883
2016-12,"BLUE DOLPHIN PRODUCTION, LLC",2,0.442776
2016-12,BLUEFIN RESOURCES LLC,1,0.138532
2016-12,BLUESTONE NATURAL RESOURCES,5,38.352746
2016-12,"BOAZ ENERGY II OPERATING, LLC",1,0.043848
2016-12,"BOLD OPERATING, LLC",2,32.494811999999996
2016-12,"BOYD & MCWILLIAMS OPERATING, LLC",1,5.828046
2016-12,BP AMERICA PRODUCTION COMPANY,8,0.624766
2016-12,BRAVO ARKOMA LLC,3,22.933163999999998
2016-12,BREITBURN OPERATING LP,1,0.109158
2016-12,BROAD OAK ENERGY II LLC,1,14.297076
2016-12,"BUFFCO PRODUCTION,INC",1,0.177062
2016-12,"C. E. HARMON OIL, INC.",2,0.035591
2016-12,CABOT OIL & GAS CORP,12,183.611946
2016-12,CAERUS OIL AND GAS LLC,11,28.803697
2016-12,CALLON PETROLEUM OPERATING COMPANY,2,30.022776
2016-12,"CALYX ENERGY III, LLC",3,23.945422
2016-12,"CARIBOU OPERATING, INC.",1,0.177345
2016-12,"CARRERA ENERGY, LLC",1,13.102026
2016-12,CASA GRANDE EXPLORATION COMPANY,1,0.010458
2016-12,"CASILLAS OPERATING, LLC",1,24.229272
2016-12,"CENTENNIAL RESOURCE PRODUCTION, LLC",2,33.563141
2016-12,CHAMPION LONE STAR OPERATING,2,2.206979
2016-12,"CHAPARRAL ENERGY, LLC",1,3.079356
2016-12,"CHESAPEAKE OPERATING, INC.",13,98.935431
2016-12,CHEVRON USA INC.,5,24.373609
2016-12,CHIEF OIL & GAS,1,7.413714
2016-12,CIMAREX ENERGY CO.,6,121.005582
2016-12,CIMAREX ENERGY CO. OF COLORADO,2,4.953718
2016-12,CITIZEN ENERGY II,2,37.428857
2016-12,"CLAYTON WILLIAMS ENERGY, INC.",1,472.444086
2016-12,COG OPERATING LLC,15,277.35501
2016-12,"COMANCHE EXPLORATION CO., LLC",1,7.351092
2016-12,COMSTOCK OIL & GAS,2,38.780153999999996
2016-12,CONFLUENCE DJ LLC,1,6.770249
2016-12,CONOCOPHILLIPS COMPANY/BURLINGTON RESOURCES,10,68.627383
2016-12,CONSOL ENERGY INC.,3,33.258666
2016-12,"CONTINENTAL RESOURCES, INC",17,176.75497811
2016-12,COOK INLET ENERGY,1,0.166512
2016-12,COVEY PARK GAS,2,39.362297
2016-12,CRESCENT POINT ENERGY US CORP,4,10.214359
2016-12,CROWN ENERGY COMPANY,1,4.256616
2016-12,"CROWNQUEST OPERATING, LLC",8,16.197468
2016-12,"CUB CREEK ENERGY, LLC",3,16.946567
2016-12,"CUSTER & WRIGHT OPERATING, INC",7,2.607311
2016-12,DEVON ENERGY PRODUCTION COMPANY L. P.,18,134.850354
2016-12,DIAMONDBACK E&P LLC,6,108.994962
2016-12,DISCOVERY NATURAL RESOURCES LLC,1,1.519182
2016-12,DONRAY PETROLEUM LLC.,2,0.026964
2016-12,DUNCAN OIL PROPERTIES,1,3.622125
2016-12,"EAGLE EXPLORATION PRODUCTION, LLC",1,12.631752
2016-12,"EAST CHEYENNE GAS STORAGE, LLC",2,0.028488
2016-12,"ECLIPSE RESOURCES I, LP",2,32.964161
2016-12,"EDGEMARC ENERGY HOLDINGS, LLC",2,17.585484
2016-12,"ELEVATION RESOURCES, LLC",1,6.227928
2016-12,"ELK MEADOWS RESOURCES, LLC",1,1.589147
2016-12,ENCANA OIL & GAS (USA) INC.,14,177.638757
2016-12,ENDEAVOR ENERGY RESOURCES,5,55.236337
2016-12,ENDURANCE RESOURCES LLC,1,18.368869
2016-12,ENERGEN RESOURCES CORPORATION,9,160.291783
2016-12,"ENERGY & EXPLORATION PARTNERS OPERATING, LP",2,0.9681420000000001
2016-12,"ENERVEST, LTD.",5,49.090606
2016-12,"EOG RESOURCES, INC.",42,406.21691766
2016-12,EP ENERGY,19,84.327334
2016-12,EQT PRODUCTION,4,48.546918
2016-12,"EXL PETROLEUM, LP",1,19.791635
2016-12,EXTRACTION OIL & GAS LLC,13,110.494822
2016-12,"FASKEN OIL AND RANCH, LTD.",3,4.154808
2016-12,"FDL OPERATING, LLC",1,1.345512
2016-12,"FELIX ENERGY HOLDINGS II, LLC",2,16.266096
2016-12,FIFTH CREEK ENERGY OPERATING COMPANY LLC,2,20.680474
2016-12,"FINLEY RESOURCES, INC.",5,6.420485
2016-12,"FORGE ENERGY, LLC",1,1.562857
2016-12,FOURPOINT ENERGY,5,28.485056
2016-12,"FOUTS OIL & GAS, LLC",1,0.01764
2016-12,GASTAR EXPLORATION INC.,3,30.026671
2016-12,"GEP HAYNESVILLE, LLC",4,48.352295
2016-12,"GULF EXPLORATION, L.L.C.",2,0.060984000000000003
2016-12,GULFPORT ENERGY CORPORATION,4,46.577034
2016-12,"HADAWAY CONSULTING AND ENGINEERING, LLC",1,1.888471
2016-12,"HANNATHON PETROLEUM, LLC",3,7.836234
2016-12,"HEBRON ENERGY, LLC",1,0.004175
2016-12,HEIGHTS ENERGY CORPORATION,1,0.016574
2016-12,HESS CORPORATION,4,8.650404
2016-12,"HOGBACK EXPLORATION, INC",1,0.077563
2016-12,"HRC OPERATING, LLC.",2,20.742083
2016-12,HUNT OIL COMPANY,5,59.48812
2016-12,INDIGO MINERALS,1,8.15685
2016-12,INTERSTATE EXPLORATIONS LLC,1,0.927444
2016-12,JAGGED PEAK ENERGY,3,74.622832
2016-12,"JETTA OPERATING COMPANY, INC",3,1.638757
2016-12,"JILPETCO, INC.",3,0.240366
2016-12,JONAH ENERGY LLC,7,6.7540819999999995
2016-12,JONES ENERGY LLC,2,2.847264
2016-12,"JUNO OPERATING COMPANY II, LLC",3,0.033876
2016-12,"KILLAM OIL CO., LTD.",2,0.05104
2016-12,KINDER MORGAN,1,0.012179
2016-12,"LARAMIE ENERGY, LLC",11,43.701438
2016-12,"LAREDO PETROLEUM, INC.",1,23.370366
2016-12,"LATIGO PETROLEUM, LLC",1,1.888471
2016-12,"LAWRENCE COUNTY GAS, LLC",1,1.152732
2016-12,LEGACY RESERVES OPERATING LP,3,41.870254
2016-12,LENORMAN OPERATING LLC,2,6.730703999999999
2016-12,LEWIS ENERGY GROUP,2,42.274764
2016-12,"LIBERTY RESOURCES MANAGEMENT COMPANY, LLC",1,5.573358
2016-12,"LIME ROCK RESOURCES, LP",2,2.8469740000000003
2016-12,"LINN ENERGY, LLC",1,8.206023
2016-12,LITTLE RIVER ENERGY CO,1,0.00882
2016-12,MARATHON OIL,16,121.429679
2016-12,MATADOR PRODUCTION COMPANY,2,14.587443
2016-12,"MAVERICK OPERATING, LLC",1,0.043022
2016-12,MERIT ENERGY COMPANY LLC,1,0.047648
2016-12,MEWBOURNE OIL COMPANY,3,16.415164
2016-12,"MID-CON ENERGY OPERATING, LLC",1,0.026922
2016-12,"MLC OPERATING, LP",2,0.517065
2016-12,MR.,2,27.511055328
2016-12,MURPHY EXPLORATION AND PRODUCTION USA,5,65.458122
2016-12,"NEW CENTURY OPERATING, LLC",1,3.707869
2016-12,NEWFIELD EXPLORATION,7,94.941504
2016-12,"NOBLE ENERGY, INC.",13,272.484891
2016-12,NORTHEAST NATURAL ENERGY LLC,1,10.559682
2016-12,"OAK VALLEY OPERATING, LLC",2,24.10989
2016-12,OASIS PETROLEUM,2,20.052647
2016-12,OCCIDENTAL OIL AND GAS,23,88.701172
2016-12,"PARSLEY ENERGY OPERATIONS, LLC",10,160.579398
2016-12,"PATRIOT RESOURCES, INC.",1,27.375306
2016-12,PCORE EXPLORATION & PRODUCTION LLC,1,15.40854
2016-12,PDC ENERGY,1,12.456225
2016-12,"PENNENERGY RESOURCES, LLC",3,28.382157
2016-12,"PEREGRINE PETROLEUM PARTNERS, LTD",1,3.601682
2016-12,PIONEER NATURAL RESOURCES,6,99.054186
2016-12,PMO,2,46.309158
2016-12,"PT PETROLEUM, LLC.",1,15.093372
2016-12,R2Q OPERATING LLC,1,0.063714
2016-12,RANGE RESOURCES CORPORATION,6,39.751211
2016-12,"RED FORK PRODUCTION, LLC",1,0.014784
2016-12,"REDLAND RESOURCES, INC.",1,0.071879
2016-12,RESOLUTE NATURAL RESOURCES,2,25.463825999999997
2016-12,REX ENERGY,4,61.208238
2016-12,"RICE DRILLING B, LLC",4,49.230131
2016-12,"RING ENERGY, INC.",6,0.393114
2016-12,RKI EXPLORATION & PRODUCTION,2,20.722239000000002
2016-12,"RLU OPERATING, LLC",1,0.006804
2016-12,ROSETTA RESOURCES,2,37.694428
2016-12,"RSP PERMIAN, LLC",2,22.039648
2016-12,"S. B. STREET OPERATING, INC.",1,0.007002
2016-12,SANDRIDGE ENERGY,2,8.175426
2016-12,SEABOARD OPERATING CO.,1,0.0
2016-12,"SEM OPERATING COMPANY, LLC",1,20.677146
2016-12,SENECA RESOURCES CORPORATION,1,10.158498
2016-12,SHELL OIL COMPANY AFFILIATE,15,55.959482
2016-12,"SHERIDAN PRODUCTION COMPANY, LLC",1,1.582687
2016-12,"SILVER HILL ENERGY PARTNERS, LLC",1,0.202295
2016-12,"SLAWSON EXPLORATION COMPANY, INC.",2,16.315063000000002
2016-12,SM ENERGY,11,217.943207
2016-12,"SN OPERATING, LLC",2,17.485188
2016-12,SOUTHWESTERN ENERGY,9,76.288294
2016-12,"STAGHORN PETROLEUM, LLC",1,13.709754949999999
2016-12,"STASNEY WELL SERVICE, LLC",1,0.005
2016-12,STATOIL TEXAS ONSHORE PROPERTIES LLC,1,6.342281
2016-12,STEPHENS & JOHNSON OPERATING CO.,1,0.037724
2016-12,"STRAND ENERGY, L.C.",2,10.24852
2016-12,SUMMIT ENERGY MANAGEMENT,3,6.499274000000001
2016-12,SUMMIT PETROLEUM LLC,1,0.852091
2016-12,"SURGE OPERATING, LLC",8,97.020588
2016-12,"SWIFT ENERGY OPERATING, LLC",3,18.326029
2016-12,SYNERGY RESOURCES CORPORATION,4,38.805195999999995
2016-12,TALISMAN ENERGY USA INC.,6,46.822178
2016-12,"TANOS EXPLORATION II, LLC",5,21.260286999999998
2016-12,TAPSTONE ENERGY,2,24.474576
2016-12,TEMA OIL AND GAS COMPANY,1,10.820993
2016-12,TEP ROCKY MOUNTAIN LLC,4,10.365818
2016-12,"TEXLAND PETROLEUM, LP",1,0.025242
2016-12,THREE RIVERS OPERATING CO III LLC,1,4.244155
2016-12,"TILFORD PINSON EXPLORATION, LLC",1,0.03465
2016-12,TRAIL RIDGE ENERGY PARTNERS II LLC,1,20.30637
2016-12,"TRINITY OPERATING (USG), LLC",5,63.293034
2016-12,"TRUEVINE OPERATING, LLC",1,6.089887
2016-12,U.S. ENERGY DEVELOPMENT CORP.,2,16.047843
2016-12,ULTRA RESOURCES,8,8.126467
2016-12,UNIT PETROLEUM,1,3.634289
2016-12,URBAN OIL AND GAS GROUP,1,0.008045
2016-12,URSA OPERATING COMPANY LLC,5,28.109628
2016-12,VALENCE OPERATING COMPANY,2,0.079338
2016-12,VANTAGE ENERGY APPALACHIA II LLC,3,33.22431
2016-12,VERDUN OIL COMPANY,2,37.656065999999996
2016-12,VINE OIL & GAS LP,2,36.430926
2016-12,"VITRUVIAN EXPLORATION II, LLC",1,15.909008
2016-12,"WESCO OPERATING, INC.",2,0.0
2016-12,WHITING PETROLEUM,4,30.930914
2016-12,"WORSHAM-STEED GAS STORAGE, LLC",1,0.024012
2016-12,WPX ENERGY,6,14.60924
2016-12,XTO ENERGY/EXXONMOBIL,41,350.961639
2017-01,AERA ENERGY LLC,5,0.473932
2017-01,"AGERON ENERGY, LLC.",1,11.173645
2017-01,"AJAX RESOURCES, LLC",1,0.653604
2017-01,"ALTA MESA SERVICES, LP",5,63.077374
2017-01,"AMISTAD ENERGY SERVICES, LLC",2,39.03396
2017-01,ANADARKO PETROLEUM CORPORATION,20,156.142407
2017-01,ANTERO RESOURCES CORPORATION,12,192.610475
2017-01,APACHE CORPORATION,14,126.589477
2017-01,APPROACH RESOURCES,2,27.569454999999998
2017-01,ARROWHEAD ENERGY INC.,1,1.10599
2017-01,"ASCENT RESOURCES - UTICA, LLC",5,64.73397
2017-01,BHP BILLITON PETROLEUM,1,18.15777
2017-01,BILL BARRETT CORP,6,42.872254
2017-01,"BLAKE PRODUCTION COMPANY, INC.",1,3.350418
2017-01,"BOAZ ENERGY II OPERATING, LLC",1,0.0467
2017-01,"BOYD & MCWILLIAMS OPERATING, LLC",1,5.791632
2017-01,BP AMERICA PRODUCTION COMPANY,6,36.242042
2017-01,BRG LONE STAR LTD,3,0.951746
2017-01,"BRIGHAM RESOURCES OPERATING, LLC",2,41.904382
2017-01,BROAD OAK ENERGY II LLC,1,13.559991
2017-01,"BUFFCO PRODUCTION,INC",1,0.021669
2017-01,CABOT OIL & GAS CORP,8,97.208796
2017-01,CALLON PETROLEUM OPERATING COMPANY,2,30.987935999999998
2017-01,CAPITAN ENERGY INC,1,12.105524
2017-01,"CAPSTONE NATURAL RESOURCES II, LLC",1,0.848522
2017-01,"CAPSTONE NATURAL RESOURCES, LLC",1,0.848522
2017-01,"CARRERA ENERGY, LLC",1,7.918974
2017-01,"CARRIZO OIL & GAS, INC.",5,62.728511
2017-01,"CASILLAS OPERATING, LLC",1,24.614898
2017-01,"CENTENNIAL RESOURCE PRODUCTION, LLC",3,53.615722000000005
2017-01,CHAMPION LONE STAR OPERATING,2,0.364388
2017-01,"CHESAPEAKE OPERATING, INC.",40,348.147609
2017-01,CHEVRON USA INC.,4,61.572261
2017-01,CHIEF OIL & GAS,3,21.892239
2017-01,CIMAREX ENERGY CO.,10,133.542371
2017-01,CIMAREX ENERGY CO. OF COLORADO,1,26.727094
2017-01,CITIZEN ENERGY II,2,30.223819
2017-01,COG OPERATING LLC,17,343.565045
2017-01,COMANCHE RESOURCES COMPANY,1,9.706347
2017-01,COMSTOCK OIL & GAS,1,14.824152
2017-01,CONOCOPHILLIPS COMPANY/BURLINGTON RESOURCES,11,95.207374
2017-01,CONSOL ENERGY INC.,8,60.732544000000004
2017-01,"CONTINENTAL RESOURCES, INC",12,163.861541
2017-01,COVEY PARK GAS,1,26.35873
2017-01,"COVEY PARK RESOURCES, LLC",1,15.093148
2017-01,CRIMSON EXPLORATION OPER. INC.,1,34.92342
2017-01,"CROWNQUEST OPERATING, LLC",1,17.310678
2017-01,"CUSTER & WRIGHT OPERATING, INC",7,0.237678
2017-01,DE OPERATING LLC,1,2.097354
2017-01,DEVON ENERGY PRODUCTION COMPANY L. P.,25,164.104732
2017-01,DIAMONDBACK E&P LLC,8,99.542337
2017-01,DISCOVERY NATURAL RESOURCES LLC,4,6.437802
2017-01,DIVERSIFIED PRODUCTION LLC,1,0.806232
2017-01,DONRAY PETROLEUM LLC.,2,0.046074000000000004
2017-01,DUNCAN OIL PROPERTIES,1,3.723138
2017-01,"EAGLE EXPLORATION PRODUCTION, LLC",1,20.044794
2017-01,"EAST CHEYENNE GAS STORAGE, LLC",1,0.016632
2017-01,EL TORO RESOURCES LLC,1,9.908495
2017-01,"ELK MEADOWS RESOURCES, LLC",4,7.320364
2017-01,ENCANA OIL & GAS (USA) INC.,14,164.911934
2017-01,ENDEAVOR ENERGY RESOURCES,4,41.350595999999996
2017-01,ENERGEN RESOURCES CORPORATION,9,168.019646
2017-01,ENERPLUS RESOURCES (USA) CORPORATION,2,6.781658
2017-01,"ENERVEST, LTD.",6,36.321567
2017-01,"EOG RESOURCES, INC.",41,474.95188508
2017-01,EP ENERGY,16,113.839624
2017-01,EQT PRODUCTION,3,42.857841
2017-01,"EXL PETROLEUM, LP",2,35.629304000000005
2017-01,EXTRACTION OIL & GAS LLC,15,109.571881
2017-01,"FINLEY RESOURCES, INC.",6,7.797696
2017-01,"FORELAND OPERATING, LLC",2,37.658648
2017-01,FOURPOINT ENERGY,2,8.941874
2017-01,"FULLER PRODUCTION, INC.",1,0.357546
2017-01,GASTAR EXPLORATION INC.,3,40.494291000000004
2017-01,"GEOSURVEYS, INC.",1,0.02
2017-01,GINNINGS COMPANY,1,0.007471
2017-01,"GOZA LUCERNE PROSPECT, LLC",2,0.47173200000000004
2017-01,"GREAT WESTERN OIL & GAS COMPANY, LLC",3,31.424823
2017-01,GULFPORT ENERGY CORPORATION,6,107.187948
2017-01,"GULFTEX ENERGY III, LP",4,33.214470999999996
2017-01,"HADAWAY CONSULTING AND ENGINEERING, LLC",1,5.030844
2017-01,"HANNATHON PETROLEUM, LLC",4,10.94436
2017-01,"HEADINGTON ENERGY PARTNERS, LLC",1,1.094478
2017-01,HENRY RESOURCES LLC,1,0.102774
2017-01,"HERD PRODUCING COMPANY, INC.",1,1.379684
2017-01,HESS CORPORATION,4,9.819096
2017-01,"HUSKY VENTURES, INC.",1,10.082142
2017-01,IMPETRO OPERATING LLC,2,24.474786
2017-01,INDIGO MINERALS,3,64.201473
2017-01,J-BREX COMPANY,2,0.136794
2017-01,JAGGED PEAK ENERGY,4,109.656866
2017-01,JKLM ENERGY,1,15.615474
2017-01,JMA ENERGY COMPANY,1,4.735982
2017-01,JONAH ENERGY LLC,11,15.317724
2017-01,JONES ENERGY LLC,1,2.680608
2017-01,"JUNO OPERATING COMPANY II, LLC",3,0.038991
2017-01,"KILLAM OIL CO., LTD.",2,0.102293
2017-01,KINDER MORGAN,3,0.332218
2017-01,"LAKOTA ENERGY, LTD.",1,3.389837
2017-01,"LARAMIE ENERGY, LLC",8,26.88014
2017-01,"LAREDO PETROLEUM, INC.",6,127.399183
2017-01,LEGACY RESERVES OPERATING LP,1,7.590449
2017-01,LENORMAN OPERATING LLC,1,2.519259
2017-01,LEWIS ENERGY GROUP,3,49.798686000000004
2017-01,"LIBERTY RESOURCES MANAGEMENT COMPANY, LLC",5,28.056924000000002
2017-01,"LINN ENERGY, LLC",3,41.06292
2017-01,MACK ENERGY CORPORATION,1,0.391272
2017-01,MARATHON OIL,28,191.874038
2017-01,MATADOR PRODUCTION COMPANY,5,39.626225999999996
2017-01,MEWBOURNE OIL COMPANY,2,16.468801
2017-01,"MID-CON ENERGY OPERATING, LLC",2,0.040487999999999996
2017-01,MIDSTATES PETROLEUM COMPANY,4,18.17571
2017-01,MRD OPERATING LLC,4,25.243835
2017-01,MURPHY EXPLORATION AND PRODUCTION USA,2,24.470212
2017-01,"NEW GULF RESOURCES, LLC",1,0.076818
2017-01,NEWFIELD EXPLORATION,11,187.69137999999998
2017-01,"NOBLE ENERGY, INC.",17,254.8831879
2017-01,NORTHEAST NATURAL ENERGY LLC,2,32.196444
2017-01,NORTHSTAR OPERATING COMPANY,1,0.031357
2017-01,OASIS PETROLEUM,4,36.125946
2017-01,OCCIDENTAL OIL AND GAS,21,61.767177000000004
2017-01,OKLAND OIL COMPANY,1,0.211596
2017-01,"PANTHER ENERGY CO. II, LLC",1,11.350626
2017-01,PARALLEL PETROLEUM LLC,1,1.17312
2017-01,"PARSLEY ENERGY OPERATIONS, LLC",8,105.380146
2017-01,"PATRIOT RESOURCES, INC.",4,21.706947
2017-01,PCORE EXPLORATION & PRODUCTION LLC,1,27.994218
2017-01,PDC ENERGY,16,105.40272
2017-01,PENN VIRGINIA CORPORATION,3,42.620928
2017-01,"PENNENERGY RESOURCES, LLC",2,23.280761
2017-01,PERMIAN RESOURCES,1,0.0
2017-01,PETROQUEST ENERGY LLC,1,4.999155
2017-01,PIONEER NATURAL RESOURCES,20,364.56567
2017-01,PPC OPERATING COMPANY LLC,1,0.0063
2017-01,"PT PETROLEUM, LLC.",2,31.037622
2017-01,QEP ENERGY COMPANY,9,61.259468999999996
2017-01,"QUANAH PANHANDLE, LLC",1,3.331686
2017-01,"R. LACY SERVICES, LTD",1,0.038527
2017-01,"RANGE LOUISIANA OPERATING, LLC",12,90.163078
2017-01,RANGE RESOURCES CORPORATION,10,91.640605
2017-01,RED ROCKS OIL & GAS OPERATING LLC,1,0.219914
2017-01,"RELIANCE ENERGY, INC",1,0.363468
2017-01,"REOC, LLC",1,0.894854
2017-01,"RICE DRILLING B, LLC",2,44.849447999999995
2017-01,RKI EXPLORATION & PRODUCTION,4,13.685986
2017-01,"ROBERSON OIL COMPANY, INC.",1,0.019824
2017-01,ROSETTA RESOURCES,7,119.50007500000001
2017-01,"RSP PERMIAN, LLC",3,43.976345
2017-01,"SABALO OPERATING, LLC",1,16.249674
2017-01,SANDRIDGE ENERGY,1,2.296728
2017-01,"SEM OPERATING COMPANY, LLC",2,51.398928
2017-01,SENECA RESOURCES CORPORATION,6,64.09494000000001
2017-01,SHELL OIL COMPANY AFFILIATE,2,17.537478
2017-01,"SILVER HILL ENERGY PARTNERS, LLC",1,17.444532
